timestamp,temperature_c,wind_speed_kmh,precipitation_mm,snowfall_cm,climbable
2022-07-14,-8.857086,69.94333,0.92315674,0.0,0
2022-07-15,-5.851593,76.54661,0.021457672,0.0,0
2022-07-16,-8.081207,76.74412,0.96797943,0.0,0
2022-07-17,-9.173798,77.60718,2.035141,0.0,0
2022-07-18,-8.342499,83.33965,0.92220306,0.0,0
2022-07-19,-8.832886,85.06251,1.285553,0.0,0
2022-07-20,-8.929535,65.199486,2.5310516,0.0,0
2022-07-21,-10.789215,65.00772,1.7957687,0.0,0
2022-07-22,-12.494171,73.855385,0.18835068,0.0,0
2022-07-23,-14.2829895,70.021034,0.28657913,0.0,0
2022-07-24,-14.393463,56.17979,1.3809204,0.0,0
2022-07-25,-12.566803,37.672012,0.16784668,0.0,1
2022-07-26,-11.29184,58.895576,0.20217896,0.0,0
2022-07-27,-12.014984,67.84245,2.254486,0.0,0
2022-07-28,-7.8068542,63.913635,0.01001358,0.0,0
2022-07-29,-7.2938232,40.238228,0.02002716,0.0,0
2022-07-30,-9.681427,42.50424,0.08583069,0.0,0
2022-07-31,-9.36673,35.787487,0.09059906,0.0,1
2022-08-01,-9.548859,52.8647,0.3938675,0.0,0
2022-08-02,-9.209106,53.1345,2.465248,0.0,0
2022-08-03,-9.064636,50.26744,0.5669594,0.0,0
2022-08-04,-8.905334,50.587494,0.13303757,0.0,0
2022-08-05,-10.205902,73.27793,4.278183,0.0,0
2022-08-06,-9.719879,48.433327,0.14448166,0.0,0
2022-08-07,-10.959778,32.74938,1.4052391,0.0,0
2022-08-08,-11.148468,27.062754,2.7685165,0.0,0
2022-08-09,-7.1182556,24.89491,0.00047683716,0.0,1
2022-08-10,-8.724762,31.067705,1.3928413,0.0,0
2022-08-11,-8.469696,35.731884,1.77145,0.0,0
2022-08-12,-8.658081,30.933502,3.0503273,0.0,0
2022-08-13,-8.413727,31.838797,1.2207031,0.0,0
2022-08-14,-7.292633,59.04004,0.19693375,0.0,0
2022-08-15,-7.0801086,59.125595,0.010967255,0.0,0
2022-08-16,-7.574707,59.114765,0.7944107,0.0,0
2022-08-17,-7.667572,56.254696,0.08583069,0.0,0
2022-08-18,-9.033936,71.02863,0.35381317,0.0,0
2022-08-19,-10.244659,71.07053,0.66041946,0.0,0
2022-08-20,-10.906799,51.096344,0.2822876,0.0,0
2022-08-21,-11.174225,30.604568,0.4014969,0.0,1
2022-08-22,-11.186127,17.455517,1.22118,0.0,0
2022-08-23,-10.312836,18.600737,1.5711784,0.0,0
2022-08-24,-9.858063,20.13455,0.5402565,0.0,1
2022-08-25,-9.858887,28.227758,0.7929802,0.0,1
2022-08-26,-9.647278,35.754982,0.23078918,0.0,1
2022-08-27,-10.166382,40.931175,1.4457703,0.0,0
2022-08-28,-10.242218,44.31655,0.35381317,0.0,0
2022-08-29,-11.246735,38.321587,0.7648468,0.0,1
2022-08-30,-7.4806824,58.77799,0.0,0.0,0
2022-08-31,-9.971405,70.18478,0.17166138,0.0,0
